Time [s],Packet ID,MOSI,MISO
1.962739833333333,0,0x29,0x12
1.964134333333333,0,0x9D,0x04
2.993493541666667,0,0x00,0x00
2.994886000000000,0,0x83,0x00
2.996301625000000,0,0x00,0x00
2.997694083333333,0,0x00,0x00
2.999109708333333,0,0x00,0x00
3.000502166666667,0,0x00,0x00
3.001917833333333,0,0x00,0x00
3.003310250000000,0,0x00,0x00
3.004725916666667,0,0x00,0x00
3.006118333333333,0,0x00,0x00
3.007534000000000,0,0x00,0x00
3.008926416666667,0,0x00,0x00
3.010342083333333,0,0x00,0x00
3.011734541666667,0,0x00,0x00
3.013150208333333,0,0x00,0x00
3.014542625000000,0,0x00,0x00
3.015958291666667,0,0x00,0x00
3.017350708333333,0,0x00,0x00
3.018766375000000,0,0x00,0x00
3.020158791666667,0,0x00,0x00
3.021574458333333,0,0x00,0x01
3.022966875000000,0,0x01,0x00
3.024382583333333,0,0xFF,0xFF
3.025774958333333,0,0xFF,0xFF
3.027190666666667,0,0xF5,0xF5
3.028583041666667,0,0x80,0x80
3.029998791666667,0,0xFF,0xFF
3.031513250000000,0,0x80,0x80
3.032929000000000,0,0xAE,0xAE
3.034321375000000,0,0xD1,0xD1
3.035737041666667,0,0xFC,0xFC
3.037129458333333,0,0x83,0x83
3.038545125000000,0,0x89,0x89
3.039937500000000,0,0xF7,0xF7
3.041353208333333,0,0x9C,0x9C
3.042745625000000,0,0xE3,0xE3
3.044161333333333,0,0xB9,0xB9
3.045553666666667,0,0xC7,0xC7
3.046969416666667,0,0xFF,0xFF
3.048361750000000,0,0xFF,0xFF
3.049777500000000,0,0xD4,0xD4
3.051169875000000,0,0x7F,0x7F
3.052585583333333,0,0x10,0x10
3.053978000000000,0,0xFF,0xFF
3.055393666666667,0,0x5F,0x5F
3.056786041666667,0,0xFF,0xFF
3.058201791666667,0,0x29,0x29
3.059594125000000,0,0xFF,0xFF
3.061009875000000,0,0x7D,0x7D
3.062402208333333,0,0xFF,0xFF
3.063817958333333,0,0x36,0x36
3.065210333333333,0,0xFF,0xFF
3.066626041666667,0,0x5D,0x5D
3.068018375000000,0,0xFF,0xFF
3.069434166666666,0,0xFF,0xFF
3.070826458333333,0,0xFF,0xFF
3.072242250000000,0,0x02,0x02
3.073634625000000,0,0xC5,0xC5
3.075050333333333,0,0x11,0x11
3.076442666666667,0,0xE6,0xE6
3.077858458333333,0,0x70,0x70
3.079250791666666,0,0xFF,0xFF
3.080666541666667,0,0x47,0x47
3.082119875000000,0,0xF8,0xF8
3.083535666666667,0,0x7B,0x7B
3.084927958333334,0,0xF4,0xF4
3.086343833333333,0,0xA4,0xA4
3.087736041666667,0,0x7B,0x7B
3.089151875000000,0,0xAF,0xAF
3.090544125000000,0,0x11,0x11
3.091959958333333,0,0xFF,0xFF
3.093352250000000,0,0xFF,0xFF
3.094768041666667,0,0xA1,0xA1
3.096160291666667,0,0x5F,0x5F
3.097576166666667,0,0xFB,0xFB
3.098968375000000,0,0x05,0x05
3.100384250000000,0,0xA1,0xA1
3.101776458333333,0,0x5F,0x5F
3.103192333333333,0,0xFF,0xFF
3.104584583333333,0,0x01,0x01
3.106000416666667,0,0xAB,0xAB
3.107392666666667,0,0x55,0x55
3.108808500000000,0,0x7F,0x7F
3.110200750000000,0,0x81,0x81
3.111616625000000,0,0x3F,0x3F
3.113008833333333,0,0xC1,0xC1
3.114424708333333,0,0xF4,0xF4
3.115817000000000,0,0x83,0x83
3.117232791666666,0,0xB9,0xB9
3.118625041666667,0,0xC7,0xC7
3.120040916666666,0,0xF8,0xF8
3.121433166666667,0,0x87,0x87
3.122849000000000,0,0xB9,0xB9
3.124241208333333,0,0xC7,0xC7
3.125657083333333,0,0xF8,0xF8
3.127049333333333,0,0x87,0x87
3.128465208333334,0,0xA9,0xA9
3.129857375000000,0,0xD7,0xD7
3.131273291666667,0,0xF9,0xF9
3.132665458333333,0,0x87,0x87
3.134081375000000,0,0xA7,0xA7
3.135473541666667,0,0xDF,0xDF
3.136889458333334,0,0x18,0x18
3.138281708333333,0,0xFF,0xFF
3.139697541666667,0,0x75,0x75
3.141089750000000,0,0xFF,0xFF
3.142505625000000,0,0x77,0x77
3.143897833333333,0,0xFF,0xFF
3.145313750000000,0,0x7F,0x7F
3.146705916666667,0,0xFF,0xFF
3.148121833333333,0,0x1F,0x1F
3.149514000000000,0,0xFF,0xFF
3.150929958333333,0,0xFF,0xFF
3.152322083333333,0,0xFF,0xFF
3.153738041666667,0,0xF5,0xF5
3.155130166666666,0,0xFF,0xFF
3.156546125000000,0,0xFF,0xFF
