Time [s],Packet ID,MOSI,MISO
5.367094333333333,0,0x29,0x12
5.368470583333333,0,0x9D,0x04
6.397603416666667,0,0x00,0x00
6.398978250000000,0,0x83,0x00
6.400411500000000,0,0x00,0x00
6.401786333333333,0,0x00,0x00
6.403158583333333,0,0x00,0x00
6.404533375000000,0,0x00,0x00
6.405905625000000,0,0x00,0x00
6.407463541666667,0,0x00,0x00
6.408835791666666,0,0x00,0x00
6.410210583333333,0,0x00,0x00
6.411582833333333,0,0x00,0x00
6.412957625000000,0,0x00,0x00
6.414329916666667,0,0x00,0x00
6.415704666666667,0,0x00,0x00
6.417076958333333,0,0x00,0x00
6.418451708333333,0,0x00,0x00
6.419824000000000,0,0x00,0x00
6.421198791666667,0,0x00,0x00
6.422571041666667,0,0x00,0x00
6.423945833333334,0,0x00,0x00
6.425318083333333,0,0x00,0x00
6.426692875000000,0,0x00,0x00
6.428065125000000,0,0x00,0x00
6.429439916666666,0,0x00,0x00
6.430812166666667,0,0x00,0x00
6.432186958333333,0,0x00,0x01
6.433620250000000,0,0x01,0x00
6.435056083333333,0,0xFF,0xFF
6.436489416666666,0,0xFF,0xFF
6.437925208333334,0,0xF5,0xF5
6.439358541666667,0,0x80,0x80
6.440916500000000,0,0xFF,0xFF
6.442349791666667,0,0x80,0x80
6.443785625000000,0,0xAE,0xAE
6.445218958333333,0,0xD1,0xD1
6.446654708333333,0,0xFC,0xFC
6.448088083333333,0,0x83,0x83
6.449523833333333,0,0x89,0x89
6.450957208333334,0,0xF7,0xF7
6.452392958333333,0,0x9C,0x9C
6.453826375000000,0,0xE3,0xE3
6.455262125000000,0,0xB9,0xB9
6.456695458333333,0,0xC7,0xC7
6.458131250000000,0,0xFF,0xFF
6.459564625000000,0,0xFF,0xFF
6.461000375000000,0,0xD4,0xD4
6.462433750000000,0,0x7F,0x7F
6.463869500000000,0,0x10,0x10
6.465302916666666,0,0xFF,0xFF
6.466738625000000,0,0x5F,0x5F
6.468172041666667,0,0xFF,0xFF
6.469607750000000,0,0x29,0x29
6.471041166666667,0,0xFF,0xFF
6.472476916666666,0,0x7D,0x7D
6.473910291666667,0,0xFF,0xFF
6.475346041666667,0,0x36,0x36
6.476779500000000,0,0xFF,0xFF
6.478215166666667,0,0x5D,0x5D
6.479648583333334,0,0xFF,0xFF
6.481084333333333,0,0xFF,0xFF
6.482517708333333,0,0xFF,0xFF
6.483953458333334,0,0x02,0x02
6.485386875000000,0,0xC5,0xC5
6.486822583333334,0,0x11,0x11
6.488256000000000,0,0xE6,0xE6
6.489691708333333,0,0x70,0x70
6.491125166666667,0,0xFF,0xFF
6.492560833333333,0,0x47,0x47
6.493994291666667,0,0xF8,0xF8
6.495430000000000,0,0x7B,0x7B
6.496863416666667,0,0xF4,0xF4
6.498299166666667,0,0xA4,0xA4
6.499732541666667,0,0x7B,0x7B
6.501168250000000,0,0xAF,0xAF
6.502601666666667,0,0x11,0x11
6.504037416666667,0,0xFF,0xFF
6.505470833333334,0,0xFF,0xFF
6.506906541666667,0,0xA1,0xA1
6.508339958333333,0,0x5F,0x5F
6.509775666666667,0,0xFB,0xFB
6.511209083333333,0,0x05,0x05
6.512644791666666,0,0xA1,0xA1
6.514078208333333,0,0x5F,0x5F
6.515513958333333,0,0xFF,0xFF
6.516947375000000,0,0x01,0x01
6.518383083333333,0,0xAB,0xAB
6.519816500000000,0,0x55,0x55
6.521252166666667,0,0x7F,0x7F
6.522685666666667,0,0x81,0x81
6.524121333333333,0,0x3F,0x3F
6.525554791666667,0,0xC1,0xC1
6.526990458333334,0,0xF4,0xF4
6.528423958333334,0,0x83,0x83
6.529859625000000,0,0xB9,0xB9
6.531293083333333,0,0xC7,0xC7
6.532728750000000,0,0xF8,0xF8
6.534162250000000,0,0x87,0x87
6.535597875000000,0,0xB9,0xB9
6.537031333333333,0,0xC7,0xC7
6.538467000000000,0,0xF8,0xF8
6.539900541666666,0,0x87,0x87
6.541397208333334,0,0xA9,0xA9
6.542830666666666,0,0xD7,0xD7
6.544266333333334,0,0xF9,0xF9
6.545699791666666,0,0x87,0x87
6.547135458333333,0,0xA7,0xA7
6.548568958333333,0,0xDF,0xDF
6.550004583333333,0,0x18,0x18
6.551438125000000,0,0xFF,0xFF
6.552873708333333,0,0x75,0x75
6.554307250000000,0,0xFF,0xFF
6.555742833333333,0,0x77,0x77
6.557176375000000,0,0xFF,0xFF
6.558612000000000,0,0x7F,0x7F
6.560045500000000,0,0xFF,0xFF
6.561481125000000,0,0x1F,0x1F
6.562914625000000,0,0xFF,0xFF
6.564350291666667,0,0xFF,0xFF
6.565783791666667,0,0xFF,0xFF
6.567219416666667,0,0xF5,0xF5
6.568652916666666,0,0xFF,0xFF
6.570088541666666,0,0xFF,0xFF
6.571522041666666,0,0xFF,0xFF
6.572957666666666,0,0x31,0x31
6.574391208333333,0,0x81,0x81
6.575826791666667,0,0x61,0x61
6.577260333333333,0,0xD1,0xD1
6.578695958333333,0,0xA1,0xA1
