Time [s],Packet ID,MOSI,MISO
2.049011125000000,0,0x02,0x01
2.065615458333333,0,0x02,0x00
2.083868000000000,0,0xFE,0x00
6.503124583333333,0,0x02,0x00
6.519851000000000,0,0x02,0x60
6.536577416666667,0,0xFE,0x60
6.553303875000000,0,0x02,0x60
6.570091333333333,0,0xFE,0x60
6.586878791666667,0,0x02,0x60
6.606413333333333,0,0xFE,0x60
6.620331666666667,0,0x02,0x60
6.637058083333334,0,0xFE,0x60
6.653784541666667,0,0x02,0x60
6.670572000000000,0,0xFE,0x60
6.687298416666667,0,0x02,0x60
6.704024833333333,0,0xFE,0x60
6.720751291666667,0,0x02,0x60
6.737538750000000,0,0xFE,0x60
6.754326208333334,0,0x02,0x60
6.771113708333333,0,0xFE,0x60
6.787901166666667,0,0x02,0x60
6.804566541666667,0,0xFE,0x60
6.821293000000000,0,0x02,0x60
6.839057166666667,0,0xFE,0x60
6.854806875000000,0,0x02,0x60
6.871594333333333,0,0xFE,0x60
6.888381833333334,0,0x02,0x60
6.905047208333333,0,0xFE,0x60
6.921773625000000,0,0x02,0x60
6.938561125000000,0,0xFE,0x60
6.955287541666666,0,0x02,0x60
6.972075000000000,0,0xFE,0x60
6.988801458333334,0,0x02,0x60
7.005527875000000,0,0xFE,0x60
7.022254291666667,0,0x02,0x60
7.039041750000000,0,0xFE,0x60
7.058148958333334,0,0x02,0x60
7.072433583333333,0,0xFE,0x60
7.089160000000000,0,0x02,0x60
7.105947458333334,0,0xFE,0x60
7.122673916666667,0,0x02,0x60
7.139400333333334,0,0xFE,0x60
7.156187791666667,0,0x02,0x60
7.172914250000000,0,0xFE,0x60
7.189640666666667,0,0x02,0x60
7.206428125000000,0,0xFE,0x60
7.223215625000000,0,0x02,0x60
7.239942041666667,0,0xFE,0x60
7.256668458333333,0,0x02,0x60
7.273517000000000,0,0xFE,0x60
7.291952666666667,0,0x02,0x60
7.306908791666666,0,0xFE,0x60
7.323696250000000,0,0x02,0x60
7.340361666666666,0,0xFE,0x60
7.357149125000000,0,0x02,0x60
7.373875541666667,0,0xFE,0x60
7.390601958333334,0,0x02,0x60
7.407389458333333,0,0xFE,0x60
7.424176916666666,0,0x02,0x60
7.440842291666667,0,0xFE,0x60
7.457629791666666,0,0x02,0x60
7.474356208333333,0,0xFE,0x60
7.491143666666667,0,0x02,0x60
7.510250875000000,0,0xFE,0x60
7.524535500000000,0,0xFE,0x60
7.541322958333334,0,0xFE,0x60
7.558049375000000,0,0xFE,0x60
7.574775833333334,0,0xFE,0x60
7.591563291666667,0,0xFE,0x60
7.608289708333333,0,0xFE,0x60
7.625016166666667,0,0xFE,0x60
7.641803625000000,0,0xFE,0x60
7.658530041666666,0,0xFE,0x60
7.675378583333333,0,0xFE,0x60
7.692166041666667,0,0xFE,0x60
7.708831416666666,0,0xFE,0x60
7.725557833333333,0,0xFE,0x60
7.744848166666666,0,0xFE,0x60
7.759010708333333,0,0xFE,0x60
7.775737125000000,0,0xFE,0x60
7.792524625000000,0,0xFE,0x60
7.809251041666666,0,0xFE,0x60
7.825977458333333,0,0xFE,0x60
7.842703875000000,0,0xFE,0x60
7.859491375000000,0,0xFE,0x60
7.876217791666667,0,0xFE,0x60
7.893005250000000,0,0xFE,0x60
7.909731708333333,0,0xFE,0x60
7.926641250000000,0,0xFE,0x60
7.943245583333334,0,0xFE,0x60
7.962413833333334,0,0xFE,0x60
